customer_id,customer_residence_code,gender,age,is_new_customer,seniority_month,customer_type,customer_relation_type,residence_same_as_bank,country_same_as_bank,join_channel,adress_type,activity_index,household_income,segment,use_savings,use_guarantees,use_current_accounts,use_derivada_account,use_payroll_account,use_short_deposits,use_medium_deposits,use_long_deposits,use_e_account,use_loans,use_taxes,use_credit_card,use_pensions,use_direct_debit
113665,1,0,34,0.0,36,1.0,0,2,0,10,1.0,1.0,86351.31,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113758,1,0,59,0.0,36,1.0,0,2,0,10,1.0,1.0,86351.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113820,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113882,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,72224.85,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113944,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,80619.51,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
114037,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,113325.54,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113541,1,0,44,0.0,36,1.0,0,2,0,5,1.0,1.0,72967.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
113510,1,0,25,0.0,36,1.0,1,2,0,10,1.0,0.0,96381.27,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
112890,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,99828.18,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
112952,1,2,40,0.0,36,1.0,0,2,0,2,1.0,1.0,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0
113045,1,2,27,0.0,36,1.0,1,2,0,10,1.0,0.0,158422.91999999998,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113138,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,135760.91999999998,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113200,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,105883.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113262,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,246760.02,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113324,1,0,26,0.0,36,1.0,1,2,0,10,1.0,0.0,126715.44,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
113417,1,2,56,0.0,36,1.0,1,2,0,10,1.0,0.0,138092.22,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
111495,1,0,26,0.0,36,1.0,1,2,0,10,1.0,0.0,46444.17,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
111402,1,0,25,0.0,36,1.0,1,2,0,10,1.0,0.0,175910.40000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
108953,1,2,33,0.0,36,1.0,0,2,0,6,1.0,1.0,156924.21,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
109077,1,2,42,0.0,36,1.0,0,2,0,6,1.0,1.0,265918.44,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
109170,1,2,41,0.0,36,1.0,0,2,0,6,1.0,1.0,-1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0
109325,1,0,38,0.0,36,1.0,1,2,0,1,1.0,0.0,78736.79999999999,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
109418,1,0,51,0.0,36,1.0,0,2,0,6,1.0,1.0,59195.61,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
109511,1,2,30,0.0,36,1.0,0,2,0,6,1.0,1.0,73788.66,2,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0
109604,1,0,33,0.0,36,1.0,1,2,0,6,1.0,0.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
108798,1,2,37,0.0,36,1.0,0,2,0,6,1.0,1.0,281649.96,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
108767,1,2,44,0.0,36,1.0,0,2,0,6,1.0,1.0,106901.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1
107837,1,0,41,0.0,36,1.0,1,2,0,6,1.0,0.0,89377.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
107930,1,0,31,0.0,36,1.0,0,2,0,6,1.0,1.0,79553.22,2,0,0,1,0,1,0,0,0,1,0,0,0,1.0,1
108116,1,2,36,0.0,36,1.0,1,2,0,6,1.0,0.0,122796.36000000002,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
108271,1,0,36,0.0,36,1.0,0,2,0,6,1.0,1.0,80689.20000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
108333,1,2,45,0.0,36,1.0,0,2,0,6,1.0,1.0,137884.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
108457,1,2,36,0.0,36,1.0,0,2,0,6,1.0,1.0,72461.22,1,0,0,0,0,1,0,0,0,1,0,0,1,1.0,1
108581,1,2,28,0.0,36,1.0,1,2,0,6,1.0,0.0,109055.63999999998,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
108643,1,2,43,0.0,36,1.0,0,2,0,6,1.0,0.0,-1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
109728,1,2,46,0.0,36,1.0,0,2,0,6,1.0,1.0,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
109790,1,2,31,0.0,36,1.0,0,2,0,6,1.0,1.0,120118.35,1,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1
110906,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,68311.23,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
110999,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,45906.48,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
111092,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,148493.34,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
111154,1,0,26,0.0,36,1.0,1,2,0,10,1.0,0.0,88711.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
111216,1,2,25,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
111278,1,2,26,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
111340,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,140766.57,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
110844,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
110782,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,100152.03,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
109852,1,0,24,0.0,36,1.0,0,2,0,1,1.0,1.0,227020.47000000003,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
109945,1,0,37,0.0,36,1.0,1,2,0,6,1.0,1.0,75629.97,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
110007,1,0,86,0.0,36,1.0,0,2,0,6,1.0,1.0,-1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
110131,1,2,30,0.0,36,1.0,0,2,0,6,1.0,1.0,205121.22000000003,2,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
110162,1,2,53,0.0,36,1.0,1,2,0,6,1.0,1.0,68847.87,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
110441,1,0,41,0.0,36,1.0,0,2,0,6,1.0,1.0,84220.31999999999,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
110627,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,38016.72,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
110689,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,135281.79,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
110193,1,2,52,0.0,36,1.0,0,2,0,6,1.0,1.0,113998.13999999998,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
124701,1,0,23,0.0,36,1.0,1,2,0,10,1.0,1.0,88520.34,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138124,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,191143.05,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138186,1,2,31,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138248,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,101985.21,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138310,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,53741.79,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138372,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138434,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,115018.08,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138496,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,80590.79999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138558,1,2,25,0.0,36,1.0,1,2,0,10,1.0,0.0,121715.31,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138589,1,2,62,0.0,36,1.0,0,2,0,5,1.0,1.0,170241.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0
138000,1,0,25,0.0,36,1.0,0,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137535,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,113009.16,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137597,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,59936.31,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137659,1,0,25,0.0,36,1.0,1,2,0,10,1.0,0.0,88878.72,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137721,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,127794.51,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137783,1,2,31,0.0,36,1.0,0,2,0,10,1.0,1.0,98975.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
137845,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,654190.3200000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137938,1,0,27,0.0,36,1.0,1,2,0,10,1.0,0.0,48278.01,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138031,1,0,25,0.0,36,1.0,1,2,0,10,1.0,0.0,82874.31,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138620,1,0,28,0.0,36,1.0,1,2,2,10,1.0,0.0,69551.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139395,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,22813.44,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139457,1,2,23,0.0,36,1.0,0,2,0,10,1.0,1.0,503979.78,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139519,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,104712.15,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139581,1,0,27,0.0,36,1.0,1,2,0,10,1.0,0.0,111575.55,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139643,1,2,27,0.0,36,1.0,1,2,0,10,1.0,0.0,82625.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139705,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139767,1,0,24,0.0,36,1.0,0,2,0,10,1.0,1.0,122054.04,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139829,1,2,36,0.0,36,1.0,0,2,0,10,1.0,1.0,106191.99,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
138651,1,0,39,0.0,36,1.0,1,2,0,10,1.0,0.0,86318.22,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139240,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,79587.9,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138744,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138806,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,256550.43,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138868,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,166932.99,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138930,1,0,27,0.0,36,1.0,1,2,0,10,1.0,0.0,52219.68000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
138992,4,1,-1,-1.0,-1,-1.0,2,1,1,13,-1.0,-1.0,-1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139054,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,57163.41,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139147,1,0,27,0.0,36,1.0,1,2,0,10,1.0,0.0,132859.16999999998,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139271,1,2,24,0.0,36,1.0,1,2,0,10,1.0,0.0,63394.17,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137442,1,0,24,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135675,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,84726.36,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135737,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135799,1,2,27,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135861,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,120275.58,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135923,1,2,26,0.0,36,1.0,0,2,0,10,1.0,1.0,114324.12,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
135985,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,350015.07,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136078,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,75809.67,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136140,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,74977.26,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
136171,1,2,24,0.0,36,1.0,1,2,0,10,1.0,0.0,43440.60000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135551,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,290125.86,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135086,1,2,25,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135148,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,87567.36,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135210,1,0,28,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135303,4,1,-1,-1.0,-1,-1.0,2,1,1,13,-1.0,-1.0,-1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
135365,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,64579.83,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135427,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135489,1,0,57,0.0,36,1.0,1,2,0,10,1.0,1.0,26648.19,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
135582,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,133555.83000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136202,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,46627.92,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136884,1,2,27,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136946,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,89620.53,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137008,1,0,38,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137070,1,2,23,0.0,36,1.0,1,2,0,10,1.0,1.0,75640.68000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137132,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,136609.65000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137194,1,0,26,0.0,36,1.0,1,2,0,10,1.0,1.0,115230.54,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137256,1,2,27,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
137318,1,0,25,0.0,36,1.0,1,2,0,10,1.0,0.0,76263.33,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136233,1,0,26,0.0,36,1.0,1,2,0,10,1.0,0.0,119219.01,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136760,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,151121.52,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136326,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136388,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,99658.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136450,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,46864.8,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136512,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,137371.11000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136574,1,2,24,0.0,36,1.0,1,2,0,10,1.0,0.0,75116.79000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136636,1,2,24,0.0,36,1.0,1,2,0,10,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136698,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,59708.22,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
136791,1,2,25,0.0,36,1.0,1,2,0,10,1.0,0.0,279749.88,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
139922,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,127997.85,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143239,1,0,25,0.0,36,1.0,1,2,0,10,1.0,1.0,141205.62,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143301,1,0,24,0.0,36,1.0,0,2,0,10,1.0,1.0,76143.63,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143363,1,0,23,0.0,36,1.0,1,2,0,10,1.0,1.0,307720.68,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143425,1,2,23,0.0,36,1.0,1,2,0,10,1.0,1.0,147714.72,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143487,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
143549,1,0,23,0.0,36,1.0,1,2,0,10,1.0,1.0,105041.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143642,1,2,24,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143704,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,128135.55,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143735,1,0,25,0.0,36,1.0,0,2,0,10,1.0,1.0,147258.21,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143084,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
142619,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,70417.41,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
142681,1,0,24,0.0,36,1.0,1,2,0,10,1.0,0.0,126733.65,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
142743,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,41483.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
142805,1,0,25,0.0,36,1.0,1,2,0,10,1.0,0.0,129538.56,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
142867,1,0,23,0.0,36,1.0,1,2,0,10,1.0,1.0,56620.53,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
142929,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,350387.69999999995,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143022,1,0,26,0.0,36,1.0,0,2,0,10,1.0,1.0,68310.81,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143115,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,177978.72,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143766,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,126001.47,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144479,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,71837.34,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144603,1,2,23,0.0,36,1.0,0,2,0,10,1.0,1.0,104478.96,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144696,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,81073.86,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
144789,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,121592.43,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144851,1,0,26,0.0,36,1.0,1,2,0,10,1.0,0.0,181203.15,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144913,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,83220.42,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
145006,1,2,23,0.0,36,1.0,1,2,0,10,1.0,0.0,117183.48,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
145068,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143797,1,2,23,0.0,36,1.0,1,2,0,10,1.0,1.0,377400.6,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144355,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,36741.18,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143890,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,482873.82,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
143952,1,0,23,0.0,36,1.0,1,2,0,10,1.0,0.0,441642.93,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144014,1,0,25,0.0,36,1.0,1,2,0,10,1.0,0.0,89840.34,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
144076,1,0,23,0.0,36,1.0,0,2,0,10,1.0,1.0,91444.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
