customer_id,product_0,product_1,product_2,product_3,product_4,product_5,product_6,gender_cd,age,marital_status_cd,children_cnt,first_session_dttm,job_position_cd,job_title
416459,,UTL,,,UTL,UTL,,F,30.0,MAR,2.0,2016-12-10 09:18:54,16,директор
122515,,,,,,UTL,,M,30.0,UNM,0.0,2014-04-01 08:07:12,17,Архитектор программного обеспечения
167588,,,,,,UTL,,F,45.0,,,2015-02-10 19:42:59,22,
882239,,CLS,,,,,,F,25.0,UNM,0.0,2018-03-13 11:27:05,19,Администратор
836318,,UTL,,,,,,F,25.0,UNM,0.0,2018-01-28 13:59:59,16,
202441,,,,CLS,,UTL,UTL,M,35.0,,,2015-06-30 10:22:46,4,Директор орган-ии
43989,,UTL,,,,,,M,40.0,MAR,1.0,2014-03-11 13:32:16,17,Исполнительный Директор
99627,,,,,,UTL,,M,25.0,,,2013-11-14 05:38:56,22,Продавец
63986,,,,,,UTL,,F,30.0,,,2013-01-28 08:34:18,22,
837267,,UTL,,,,,,F,25.0,MAR,0.0,2018-01-29 08:00:21,20,маляр
643629,,,,,,,,M,40.0,MAR,0.0,2018-07-27 08:50:10,22,
651142,,,,,,UTL,,F,20.0,,0.0,2017-07-27 13:06:54,11,
946838,,,,,,UTL,,F,25.0,MAR,0.0,2018-05-05 11:32:35,16,Оператор домашнего КЦ
899183,,UTL,,,,,,F,25.0,MAR,0.0,2018-06-04 13:09:53,22,
15227,,,,UTL,,UTL,,M,30.0,,,2012-07-05 11:02:32,22,
249616,,,OPN,CLS,,UTL,,M,30.0,,,2015-12-12 08:12:33,22,Руководитель
784702,,,,,,UTL,,F,40.0,,0.0,2017-12-14 10:22:15,16,администратор
371265,,,UTL,,UTL,UTL,,F,35.0,CIV,0.0,2016-09-03 08:45:23,17,Руководитель подразделения
526279,UTL,UTL,,,,,,F,30.0,UNM,0.0,2018-01-16 16:47:02,1,бармен
476886,,OPN,,,,,,F,40.0,DIV,1.0,2018-06-23 14:35:12,16,
757900,,CLS,,,,,UTL,M,45.0,UNM,0.0,2017-11-14 07:45:10,4,генеральный директор
80094,,,,,,UTL,,F,30.0,UNM,,2013-06-08 17:20:32,22,офис-менеджер
15142,,CLS,,CLS,,UTL,,F,35.0,UNM,0.0,2013-05-26 11:14:06,16,старший специалист
616355,,,,,,UTL,,M,55.0,,0.0,2017-07-01 09:05:33,22,
913344,,,,,,UTL,,M,25.0,UNM,0.0,2018-05-21 08:48:36,19,менеджер
783147,,,,,,UTL,UTL,M,40.0,MAR,0.0,2017-12-24 13:13:41,8,
258616,,,,,,UTL,,M,25.0,,0.0,2016-01-08 10:05:04,22,специалист
864300,,,,,,,,M,20.0,UNM,0.0,2018-08-05 12:49:59,22,
6104,,CLS,,,,UTL,,M,40.0,UNM,0.0,2013-07-10 15:08:24,1,ПАРИКМАХЕР-СТИЛИСТ
384267,,UTL,,,,UTL,,M,35.0,MAR,0.0,2016-09-25 13:03:22,16,менеджер
425455,,UTL,,,,,,F,40.0,DIV,1.0,2017-11-23 21:26:20,22,
955325,,,,,,UTL,,M,50.0,,,2018-05-20 13:48:58,22,
896023,,,,,,,UTL,F,25.0,CIV,0.0,2018-03-22 13:11:42,19,СТАРШИЙ МЕНЕДЖЕР ПО ПРОДАЖАМ
956683,,,,,,,UTL,F,35.0,MAR,0.0,2018-05-13 11:20:23,22,
38400,,CLS,,,,,,M,30.0,UNM,0.0,2012-11-08 08:44:54,17,
231802,,UTL,,,,,,M,55.0,MAR,0.0,2016-02-11 06:44:40,16,
446661,,,,,,UTL,,M,30.0,,0.0,2016-12-21 11:05:32,22,
945024,,UTL,,,,UTL,,F,60.0,DIV,0.0,2018-05-10 09:37:53,17,
947839,,,,,,UTL,,M,40.0,,0.0,2018-05-04 09:21:12,22,
696013,,,,,,UTL,,M,40.0,,0.0,2017-09-08 11:38:05,22,Первый заместитель ГД
604404,,UTL,,,UTL,UTL,,M,35.0,MAR,0.0,2017-06-24 15:22:43,16,Старший воздушный радист
172846,,UTL,,CLS,,UTL,,M,30.0,MAR,0.0,2015-03-04 13:35:30,16,
135689,,CLS,UTL,UTL,,UTL,UTL,M,25.0,UNM,0.0,2014-07-28 08:29:47,2,
173789,,,,CLS,,UTL,,F,35.0,,0.0,2015-12-08 16:44:04,22,
23678,,CLS,,,,UTL,,M,55.0,DIV,1.0,2013-02-19 11:38:59,22,
859062,,,,UTL,,UTL,,M,25.0,,0.0,2018-02-17 12:45:38,22,
421112,,,,,,UTL,,F,30.0,,0.0,2016-11-21 08:06:29,22,
559963,,,,,,UTL,,M,20.0,UNM,0.0,2018-05-30 09:40:37,11,
519337,,UTL,,,,UTL,,F,30.0,CIV,3.0,2017-03-25 11:30:23,16,
866732,,UTL,,,,,,M,30.0,MAR,0.0,2018-03-27 12:52:21,16,
413959,,UTL,,,,UTL,,F,40.0,UNM,0.0,2017-07-30 14:28:49,20,Кондитер
686843,,,,CLS,,UTL,,M,30.0,,0.0,2017-09-10 12:19:51,22,
606497,,,,CLS,,UTL,,M,35.0,,0.0,2017-06-20 16:02:35,22,Начальник оперативного отдела
76567,,UTL,,,,,,M,45.0,MAR,1.0,2017-03-22 07:19:51,2,Собственный неофициальный бизнес
422796,,,,,,UTL,,M,25.0,,0.0,2016-11-20 12:08:14,16,ЭКОНОМИСТ
692739,,,,,,UTL,,M,15.0,,0.0,2017-09-05 13:32:45,11,
253589,,,,,,UTL,,M,30.0,,0.0,2015-12-27 09:25:21,22,Системный аналитик
54344,,OPN,,,,UTL,,M,30.0,DIV,1.0,2017-03-06 13:00:34,17,
90968,,,,CLS,UTL,UTL,,M,40.0,,,2013-08-10 09:55:36,1,Неруководящий сотрудник - обсл. Персонал
157566,,UTL,,,,,,M,35.0,UNM,0.0,2014-12-19 17:24:02,22,
429219,,UTL,,,,,,F,40.0,WID,2.0,2018-04-02 08:36:38,2,Собственный неофициальный бизнес
701109,,,,,,UTL,,M,40.0,,0.0,2017-09-21 09:36:12,22,
630016,,,,,,UTL,,F,15.0,,0.0,2017-07-11 07:16:37,11,
499058,UTL,UTL,,,,,,F,35.0,CIV,0.0,2017-03-27 11:26:10,16,Менеджер по логистике
96548,,,,UTL,,UTL,,M,25.0,,,2013-09-19 12:52:26,22,
282105,,,,CLS,,UTL,,F,30.0,,0.0,2016-03-11 09:10:19,22,Инженер 2 категории
871993,,UTL,,,,,,M,25.0,UNM,0.0,2018-03-05 11:58:24,3,отделка ремонт
721880,,,,,,,,M,35.0,MAR,0.0,2017-10-12 06:41:21,22,
74172,,,,UTL,,UTL,,F,65.0,,,2013-04-13 10:21:10,22,
645207,,,,,,UTL,,M,15.0,,0.0,2017-07-23 14:03:39,11,
170196,,,UTL,CLS,,UTL,,M,30.0,,,2015-02-21 18:46:03,22,
685160,,UTL,,,,UTL,,M,45.0,MAR,0.0,2017-09-24 23:36:29,22,
170161,,UTL,,,UTL,UTL,,F,45.0,MAR,1.0,2015-02-20 10:47:41,4,председатель правления
379954,,UTL,,,,,,M,50.0,MAR,0.0,2016-10-20 09:25:51,16,
250908,,UTL,UTL,UTL,,UTL,,M,40.0,MAR,0.0,2015-12-19 10:29:18,17,РУКОВОДИТЕЛЬ СРЕДНЕГО ЗВЕНА
631045,,UTL,,,,,,F,20.0,UNM,0.0,2017-07-27 10:58:21,11,
239047,,,OPN,,,UTL,,M,25.0,UNM,0.0,2017-03-20 14:11:08,2,Собственный неофициальный бизнес
463625,,,,,,,,M,30.0,,0.0,2017-02-04 11:57:06,22,Инженер электроник департамента сервиса
938059,,,,,,UTL,,M,35.0,,0.0,2018-05-02 11:25:08,22,
190868,,,,,,UTL,,M,25.0,,,2015-05-16 14:05:49,22,
755434,,UTL,,,,,,M,50.0,DIV,0.0,2018-01-08 14:20:29,16,
479978,,UTL,,,,,,F,30.0,DIV,1.0,2017-02-06 09:24:24,16,
50174,,,,CLS,,UTL,,F,30.0,,,2012-08-07 16:32:01,22,
151152,,,,,,UTL,,M,25.0,,,2014-11-11 16:13:27,22,
8220,,OPN,,UTL,,UTL,,M,40.0,MAR,1.0,2015-05-19 07:15:30,22,Генеральный директор
485246,,UTL,,,,,,M,40.0,UNM,1.0,2017-03-21 23:47:50,22,
779214,,,,,,UTL,,F,35.0,,0.0,2017-12-11 02:40:19,20,Кассир-операционист
660102,,,,,,UTL,,M,60.0,,0.0,2017-08-05 16:29:41,22,
163291,,UTL,,,,,,F,45.0,DIV,0.0,2018-06-02 07:58:04,14,Пенсия по инвалидности
514310,,,,,,UTL,,M,35.0,,0.0,2017-03-18 13:04:48,22,Бригадир
312526,,,,,,UTL,,F,25.0,,0.0,2016-05-05 13:44:48,22,
484365,,,,,,UTL,,M,35.0,,0.0,2017-02-11 11:23:54,22,Менеджер
262028,,UTL,OPN,,,UTL,,M,30.0,MAR,0.0,2016-01-20 10:23:09,17,Руководитель
4128,,UTL,,,,OPN,,F,35.0,MAR,2.0,2013-06-19 11:55:53,1,ЭКОНОМИСТ
233438,,UTL,,,,,,M,55.0,MAR,3.0,2015-10-31 10:39:03,22,
449554,,,OPN,,,UTL,,M,20.0,,0.0,2016-12-30 12:20:21,11,
564583,,UTL,,,,,,M,35.0,MAR,0.0,2017-05-14 08:08:14,16,
490944,,,,,,UTL,,M,25.0,UNM,0.0,2018-01-21 09:11:10,16,
679044,,,,,,UTL,,F,40.0,,0.0,2017-08-28 10:58:18,22,
306517,,OPN,,,,UTL,,F,50.0,MAR,1.0,2016-11-14 12:11:05,19,менеджер
279682,,OPN,,,,,,F,25.0,UNM,0.0,2016-02-22 12:02:16,16,фельдшер
96656,,UTL,,UTL,,UTL,,M,35.0,UNM,0.0,2013-09-21 19:50:17,16,Старший специалист
281957,,UTL,,,,,,F,50.0,WID,0.0,2018-02-04 15:40:26,20,швея
502809,,,,,,,,M,25.0,UNM,0.0,2018-02-21 10:19:10,16,
204341,,UTL,,,,UTL,,M,25.0,CIV,0.0,2015-07-11 13:47:20,16,Редактор
244710,,UTL,,,UTL,UTL,,M,35.0,UNM,0.0,2015-12-14 15:00:52,2,РЕМОНТ КВАРТИР
557495,,UTL,,,,,,F,30.0,MAR,0.0,2017-05-27 10:05:43,16,
172259,,,UTL,CLS,,UTL,,M,30.0,,,2015-02-27 13:18:16,22,
893359,,OPN,,CLS,,UTL,,M,20.0,UNM,0.0,2018-03-23 07:24:12,22,
843271,,,,,,UTL,,M,30.0,,0.0,2018-02-19 18:03:05,11,
646448,,UTL,,,,UTL,,M,45.0,UNM,0.0,2017-07-24 11:59:47,16,Старший системный архитектор
670023,,,,,,UTL,,M,20.0,,0.0,2017-08-17 13:43:16,11,
303290,,UTL,,,,,,M,45.0,MAR,0.0,2018-05-23 13:10:01,14,
670303,,UTL,,,,,,M,50.0,MAR,0.0,2018-01-31 09:46:48,16,специалист
21559,,,,,,CLS,UTL,F,30.0,UNM,0.0,2012-09-28 15:59:46,22,
341333,,UTL,,,,UTL,,M,25.0,,0.0,2016-07-09 07:36:35,22,
639445,,UTL,,,,,,F,25.0,UNM,0.0,2017-07-16 18:40:44,17,
584855,,,,,,UTL,,F,25.0,,0.0,2017-08-01 15:06:50,16,Старший менеджер
613502,,UTL,,,UTL,UTL,,M,35.0,UNM,0.0,2017-09-10 12:14:39,20,Электромонтажник
887937,,,,,,,,F,45.0,MAR,0.0,2018-03-18 07:52:52,22,
280580,,UTL,,,,UTL,,M,40.0,MAR,0.0,2016-04-15 10:22:17,16,прораб
108633,,,,,,UTL,,F,40.0,,,2014-01-26 18:21:33,11,
823056,,,,,,UTL,,M,25.0,,0.0,2018-01-15 16:43:06,11,
897152,,,,,,UTL,,F,20.0,UNM,0.0,2018-06-27 10:16:39,22,
803743,,OPN,,,,UTL,,M,55.0,MAR,0.0,2018-01-06 18:51:33,22,
937666,,,,,,UTL,,M,50.0,MAR,0.0,2018-04-29 06:45:12,8,
819796,,UTL,,,,UTL,,M,55.0,DIV,0.0,2018-01-23 09:49:14,22,
438846,,UTL,,,,UTL,,M,30.0,UNM,0.0,2017-04-28 10:13:02,19,Руководитель отдела продаж
974147,,,,,,UTL,,M,55.0,,0.0,2018-05-23 09:50:51,22,
605541,,UTL,,,,UTL,,F,35.0,DIV,0.0,2017-06-18 11:47:51,22,Старший инженер по тестированию
157636,,UTL,,,,,,F,30.0,UNM,0.0,2017-11-14 10:42:19,19,ПОВАР
730730,,,,,,UTL,,M,30.0,MAR,1.0,2018-04-19 09:48:47,2,Собственный официальный бизнес
405296,,,,UTL,,UTL,,F,30.0,UNM,0.0,2016-10-25 10:03:42,16,
411624,,,CLS,,,UTL,,M,40.0,UNM,0.0,2017-01-28 05:34:26,22,
423928,,UTL,,,,,,M,25.0,UNM,1.0,2016-11-29 11:01:00,22,
224268,,,,,,UTL,,M,35.0,,0.0,2015-09-21 18:20:32,22,инженер
125245,,UTL,,,,,,F,50.0,MAR,0.0,2018-03-20 10:45:44,1,ПРОДАВЕЦ
846023,,OPN,,,,,,M,30.0,MAR,0.0,2018-06-10 08:21:00,16,менеджер
639328,,UTL,,,,,,F,30.0,MAR,0.0,2018-06-12 20:40:04,16,ПРОДАВЕЦ
97287,,UTL,,,,,,F,40.0,DIV,1.0,2014-06-20 17:24:51,16,
392419,,UTL,UTL,UTL,,UTL,,M,25.0,UNM,0.0,2016-10-04 08:36:28,16,ит специалист
806472,,,,,,UTL,,M,35.0,,0.0,2018-01-01 11:21:43,22,
103615,,OPN,,,,,,F,30.0,UNM,0.0,2018-08-04 13:41:00,17,ПОМОЩНИК ГЕН ДИРЕКТОРА
718470,,OPN,,,,,,F,35.0,MAR,0.0,2018-05-29 03:54:45,16,КАЗНАЧЕЙ ОВД
573164,,,,,,UTL,,F,35.0,,0.0,2017-05-22 11:54:19,22,
335762,,,,,,UTL,,M,25.0,,0.0,2016-06-20 07:54:24,22,
732890,,,,,,UTL,,F,20.0,,0.0,2017-10-22 13:16:53,22,
211172,,CLS,,,,UTL,,F,45.0,MAR,3.0,2015-08-23 14:11:18,16,ФОТОГРАФ
948375,,,,,,UTL,,M,35.0,,,2018-05-21 04:26:02,22,
694664,,,,,,OPN,,M,35.0,,0.0,2017-09-09 12:01:11,22,Менеджер
285299,,UTL,,,UTL,UTL,,M,45.0,MAR,1.0,2016-03-04 13:15:35,16,Главный специалист
396696,,,OPN,,,UTL,OPN,M,25.0,,0.0,2016-11-09 10:53:28,22,
948611,,,,,,UTL,,F,25.0,UNM,0.0,2018-05-16 13:03:49,22,
325746,,UTL,,,,,,M,25.0,CIV,2.0,2017-08-08 23:46:41,16,
532849,,,UTL,,,UTL,,M,30.0,,0.0,2017-07-03 20:24:45,22,Генеральный директор
761174,,,CLS,,,UTL,,M,20.0,,0.0,2017-11-17 13:23:18,11,
764234,,,,,,,,F,30.0,,0.0,2017-11-22 13:16:56,22,Менеджер по продажам
770205,,,,,,,,F,20.0,,0.0,2017-11-24 08:33:50,22,
929230,,UTL,,,,UTL,,F,30.0,MAR,0.0,2018-05-16 14:19:49,20,Воспитатель
575563,,,UTL,,,UTL,,M,25.0,,0.0,2017-05-22 16:03:36,11,
356024,,UTL,,,,,,M,40.0,MAR,1.0,2018-05-27 10:27:12,16,местер приемщик
21466,,CLS,,,,UTL,,F,30.0,MAR,0.0,2013-01-20 07:44:51,22,МЛАДШИЙ СПЕЦИАЛИСТ
916901,,UTL,,,,,,M,30.0,MAR,0.0,2018-04-14 10:44:35,22,
235856,,UTL,,,,,,F,25.0,MAR,1.0,2015-11-17 14:23:32,11,ДЕКРЕТНЫЙ ОТПУСК
758714,,,,,,UTL,,M,20.0,,,2017-11-20 20:48:23,22,
562993,,UTL,,,,UTL,,M,40.0,UNM,1.0,2017-05-16 09:11:55,2,Собственный официальный бизнес
136967,,,,,,UTL,,F,30.0,,,2014-08-12 12:10:38,11,
471878,,,,,,UTL,,M,35.0,MAR,2.0,2018-04-24 22:41:25,22,
63006,,,,UTL,,UTL,,F,35.0,,,2013-01-28 08:59:46,22,
837330,,UTL,,,,,,F,35.0,UNM,0.0,2018-01-29 08:32:46,2,Собственный неофициальный бизнес
960708,,,,,,UTL,,M,25.0,UNM,0.0,2018-05-14 19:48:14,16,СПЕЦИАЛИСТ
153270,,,UTL,,,UTL,UTL,M,30.0,,,2014-11-19 14:50:03,22,инженер 1ой категории
302696,,UTL,,,,,,M,35.0,MAR,1.0,2016-04-10 06:52:27,16,звукооператор
46911,,UTL,,,,,,F,45.0,DIV,0.0,2013-10-21 12:59:35,4,Генеральный директор
642923,,UTL,CLS,,,UTL,,M,25.0,MAR,0.0,2017-07-22 08:13:16,22,
12969,,UTL,,,,UTL,,F,35.0,MAR,0.0,2017-05-21 06:54:20,16,продавец-кассир
91915,,,,,,UTL,,F,20.0,CIV,0.0,2017-10-10 18:16:33,22,
303211,,,,UTL,,UTL,,M,35.0,,0.0,2016-04-10 10:20:22,22,
399814,,,,,,UTL,,M,25.0,,,2016-10-18 09:57:25,22,
447380,,UTL,,,,,,F,35.0,MAR,2.0,2017-01-06 06:58:58,17,директор по развитию
55788,,CLS,CLS,,,UTL,,M,35.0,MAR,1.0,2012-12-10 17:41:05,2,Собственный неофициальный бизнес
628096,,,,,,UTL,,F,25.0,UNM,0.0,2017-11-08 10:12:39,16,
618386,,UTL,,,,,,F,40.0,MAR,0.0,2017-07-08 07:39:00,22,
374758,,,,,,UTL,,F,50.0,,0.0,2016-08-31 18:14:00,22,
598231,,,,UTL,,UTL,,F,35.0,,0.0,2017-07-01 17:26:11,16,Специалист
732511,,,,,,UTL,,F,55.0,,0.0,2017-10-17 10:03:20,11,
639779,UTL,,,,,,,F,25.0,CIV,0.0,2018-06-02 09:53:42,16,СТАРШИЙ СПЕЦИАЛИСТ
44641,,UTL,,,,UTL,,F,45.0,UNM,0.0,2014-06-12 02:51:27,17,ОПЕРАТОР
432317,,OPN,,,,UTL,,M,60.0,MAR,0.0,2017-10-21 11:15:05,16,главный специалист
39541,,,,UTL,,UTL,,F,35.0,,,2014-03-30 09:41:35,22,
98782,,,OPN,UTL,,UTL,,M,40.0,,,2013-10-06 12:38:45,22,Менеджер по развитию продаж
691657,,,,,,UTL,,M,40.0,,0.0,2017-09-05 08:38:42,16,Инженер
950054,,,,UTL,,UTL,,F,55.0,,0.0,2018-05-11 07:06:29,16,Менеджер
119625,,UTL,,,,,,F,25.0,UNM,0.0,2014-12-10 16:02:13,16,менеджер
773968,,,,,,UTL,,F,30.0,,0.0,2017-12-02 06:24:50,22,
596637,,UTL,,,,UTL,,M,20.0,UNM,0.0,2017-06-11 13:05:40,20,Менеджер во ВЭД
766777,,UTL,,,,OPN,,M,65.0,MAR,0.0,2017-11-23 12:45:37,22,
871259,,UTL,,,,,,M,40.0,DIV,0.0,2018-04-28 21:52:30,17,Директор магазина
545907,,,,CLS,,UTL,,F,30.0,,0.0,2017-04-23 09:17:12,22,
941141,,,,,,UTL,,M,20.0,,0.0,2018-04-30 06:45:33,22,
887269,,,,,,UTL,,M,20.0,,0.0,2018-03-15 10:28:29,11,
507902,UTL,,,UTL,UTL,,,M,25.0,UNM,0.0,2017-03-09 14:15:57,16,Неруководящий сотрудник - специалист
477528,,OPN,,,UTL,UTL,,M,30.0,DIV,0.0,2017-02-06 10:34:25,16,Логист
967257,,,,,,,,M,35.0,,0.0,2018-05-19 07:29:04,22,
737330,,,,,,UTL,,F,45.0,,,2018-02-01 10:59:06,22,
762536,,,,UTL,,UTL,UTL,M,30.0,MAR,0.0,2017-11-19 15:24:47,17,Руководитель подразделения
384781,,,,,,,,M,65.0,MAR,2.0,2016-12-20 17:41:20,20,Электромонтер
971140,,,,,,UTL,,M,30.0,,0.0,2018-05-21 13:52:45,22,
340343,,,,,,UTL,,M,20.0,,0.0,2016-07-01 09:18:07,22,
198332,,UTL,,,,,,F,55.0,UNM,0.0,2016-02-22 18:05:52,12,Пенсия по возрасту/стажу работы
900555,,,,,,,,F,50.0,,0.0,2018-03-31 15:56:24,22,Бухгалтер
395739,,,,,,UTL,,M,50.0,,0.0,2016-10-11 19:04:28,22,
208190,,UTL,,,,,,F,30.0,MAR,1.0,2017-01-27 06:30:08,16,аппаратчик
543317,,,,,,UTL,,F,30.0,,0.0,2017-05-03 09:18:39,16,Специалист по УМР
572929,,UTL,,,,,,M,30.0,UNM,0.0,2017-06-08 18:22:46,17,
216196,,,,,,,UTL,M,45.0,MAR,0.0,2015-09-16 03:37:34,4,учредитель
445067,,,,,,UTL,,M,30.0,,0.0,2017-01-01 11:26:42,22,
340022,,,,UTL,,UTL,,M,40.0,,0.0,2016-07-01 14:10:31,22,
655622,,UTL,,,,,,F,35.0,DIV,0.0,2017-08-02 06:53:52,17,главный инженер
171643,,,,UTL,,UTL,,M,50.0,,,2015-02-26 05:04:57,22,
115966,,UTL,,,,,,F,50.0,DIV,0.0,2017-09-05 14:06:24,16,Региональный менеджер
61872,,CLS,,,,UTL,,M,30.0,CIV,0.0,2016-01-14 16:45:35,17,
522215,,UTL,OPN,,,UTL,,M,35.0,DIV,1.0,2017-03-29 19:19:22,16,Специалист
457690,,,,,,,,F,25.0,,0.0,2017-01-10 08:01:23,22,
940797,,UTL,,,,,,M,20.0,UNM,0.0,2018-04-29 18:07:33,11,
144800,,,,CLS,,UTL,,F,25.0,,,2014-09-27 17:47:01,22,Редактор
375979,UTL,UTL,UTL,,,UTL,,M,30.0,MAR,0.0,2017-03-31 14:22:41,16,
720486,,,,,,UTL,,M,35.0,,0.0,2017-10-07 12:08:59,22,
120108,,UTL,,,UTL,UTL,,F,40.0,CIV,0.0,2014-03-17 07:02:44,17,начальник отдела сбыта
857259,,,,,,,,M,40.0,,0.0,2018-03-04 07:27:28,22,водитель-экспедитор
599348,,UTL,,,,,,F,20.0,UNM,0.0,2017-07-24 09:46:26,22,
935093,,,,,,,UTL,F,30.0,MAR,0.0,2018-04-24 16:12:34,16,Менеджер по маркетинговым коммуникациям
720884,,UTL,,,CLS,UTL,,M,55.0,MAR,0.0,2018-05-12 09:44:44,20,водитель
803011,,,,,,UTL,,M,20.0,,0.0,2017-12-28 10:26:25,22,
101570,,,,,,,UTL,M,35.0,MAR,2.0,2013-11-17 16:15:32,4,ЗАМ. РУК ОРГАНИЗАЦИИ
8974,,UTL,,UTL,,UTL,,F,50.0,CIV,1.0,2016-12-17 14:51:45,22,
855321,,UTL,,,,,,F,35.0,MAR,0.0,2018-02-12 15:11:25,20,продавец
968074,,UTL,,,,,,M,35.0,MAR,0.0,2018-05-20 08:59:14,17,Директор по развитию
971190,,,,,,,,F,25.0,MAR,0.0,2018-06-09 08:32:09,22,
310380,,UTL,,,,,,M,30.0,UNM,0.0,2017-08-21 01:17:41,22,
344454,,CLS,,,,UTL,,M,25.0,,0.0,2016-07-06 16:31:57,1,КОНСУЛЬТАНТ
215998,,,,,,UTL,,F,50.0,,,2015-08-26 11:01:19,22,
189960,,UTL,,,,UTL,,M,25.0,UNM,0.0,2015-05-11 09:02:39,16,Неруководящий сотрудник - специалист
619524,,,,,,UTL,,M,35.0,,0.0,2017-07-22 13:20:05,22,
312521,,,,UTL,,UTL,,F,40.0,UNM,0.0,2016-05-03 08:54:35,22,
473561,,UTL,,,,,,M,40.0,MAR,2.0,2017-02-07 08:05:54,17,Директор по продажам
727202,,UTL,,,,,,M,30.0,UNM,0.0,2017-10-22 09:54:56,22,
336558,,,,,,UTL,,M,25.0,,0.0,2017-07-23 17:45:40,22,
462627,,,,,,UTL,,M,30.0,MAR,0.0,2018-05-01 11:19:42,11,Водитель
605932,,UTL,,,,,,M,40.0,MAR,0.0,2017-06-24 20:40:54,22,
586277,,,,,,UTL,,M,35.0,,,2017-06-02 13:43:15,22,
